ID;LATITUDE;LONGITUDE;Mun/UF;MUNICIPIO;UF;Valor
3018;-9;-41,97;DOM INOCENCIO - PI;DOM INOCENCIO;PI;46975,32135
3019;-4,25;-41,27;DOMINGOS MOURAO - PI;DOMINGOS MOURAO;PI;30220,68448
3020;-6,2;-42,14;ELESBAO VELOSO - PI;ELESBAO VELOSO;PI;101043,3236
3021;-8,09;-43,66;ELISEU MARTINS - PI;ELISEU MARTINS;PI;30653,73834
3022;-3,9;-42,23;ESPERANTINA - PI;ESPERANTINA;PI;207081,6005
3023;-9,48;-42,79;FARTURA DO PIAUI - PI;FARTURA DO PIAUI;PI;29865,63639
3024;-7,79;-42,92;FLORES DO PIAUI - PI;FLORES DO PIAUI;PI;26785,70167
3025;-7,46;-41,79;FLORESTA DO PIAUI - PI;FLORESTA DO PIAUI;PI;14374,59332
3026;-6,76;-43,02;FLORIANO - PI;FLORIANO;PI;318781,0844
3027;-6,39;-42,26;FRANCINOPOLIS - PI;FRANCINOPOLIS;PI;34196,34493
3028;-6,62;-42,69;FRANCISCO AYRES - PI;FRANCISCO AYRES;PI;34571,66403
3029;-7,33;-40,78;FRANCISCO MACEDO - PI;FRANCISCO MACEDO;PI;13897,31289
3030;-6,99;-41,13;FRANCISCO SANTOS - PI;FRANCISCO SANTOS;PI;44125,41414
3031;-7,08;-40,61;FRONTEIRAS - PI;FRONTEIRAS;PI;62773,85975
3032;-7,15;-41,36;GEMINIANO - PI;GEMINIANO;PI;26538,81627
3033;-9,83;-45,34;GILBUES - PI;GILBUES;PI;70892,10539
3034;-6,78;-43,56;GUADALUPE - PI;GUADALUPE;PI;70478,98601
3035;-9,39;-43,68;GUARIBAS - PI;GUARIBAS;PI;30232,69696
3036;-5,98;-42,55;HUGO NAPOLEAO - PI;HUGO NAPOLEAO;PI;22695,73741
3037;-2,85;-41,82;ILHA GRANDE - PI;ILHA GRANDE;PI;47304,196
3038;-6,66;-41,7;INHUMA - PI;INHUMA;PI;88791,39642
3039;-6,82;-41,74;IPIRANGA DO PIAUI - PI;IPIRANGA DO PIAUI;PI;50182,31545
3040;-7,73;-41,67;ISAIAS COELHO - PI;ISAIAS COELHO;PI;50951,16545
3041;-7,44;-41,47;ITAINOPOLIS - PI;ITAINOPOLIS;PI;70694,96317
3042;-7,6;-43,02;ITAUEIRA - PI;ITAUEIRA;PI;66099,65176
3043;-7,93;-41,21;JACOBINA DO PIAUI - PI;JACOBINA DO PIAUI;PI;31672,60923
3044;-7,35;-41,13;JAICOS - PI;JAICOS;PI;96203,00858
3045;-6,09;-42,63;JARDIM DO MULATO - PI;JARDIM DO MULATO;PI;25570,73622
3046;-4,77;-41,81;JATOBA DO PIAUI - PI;JATOBA DO PIAUI;PI;23286,91816
3047;-7,08;-43,51;JERUMENHA - PI;JERUMENHA;PI;28504,19079
3048;-8,51;-42,41;JOAO COSTA - PI;JOAO COSTA;PI;17799,05349
3049;-3,5;-42,19;JOAQUIM PIRES - PI;JOAQUIM PIRES;PI;82176,96705
3050;-3,47;-42,42;JOCA MARQUES - PI;JOCA MARQUES;PI;25380,02736
3051;-4,75;-42,57;JOSE DE FREITAS - PI;JOSE DE FREITAS;PI;186604,123
3052;-5,17;-41,7;JUAZEIRO DO PIAUI - PI;JUAZEIRO DO PIAUI;PI;30904,63591
3053;-10,32;-44,23;JULIO BORGES - PI;JULIO BORGES;PI;26727,6495
3054;-9,23;-43,12;JUREMA - PI;JUREMA;PI;24944,5037
3055;-4,51;-42,62;LAGOA ALEGRE - PI;LAGOA ALEGRE;PI;44146,37278
3056;-4,39;-41,6;LAGOA DE SAO FRANCISCO - PI;LAGOA DE SAO FRANCISCO;PI;32405,26567
3057;-8,47;-41,52;LAGOA DO BARRO DO PIAUI - PI;LAGOA DO BARRO DO PIAUI;PI;28899,90689
3058;-5,41;-42,64;LAGOA DO PIAUI - PI;LAGOA DO PIAUI;PI;17631,27586
3059;-6,51;-41,58;LAGOA DO SITIO - PI;LAGOA DO SITIO;PI;23039,85723
3060;-5,83;-42,62;LAGOINHA DO PIAUI - PI;LAGOINHA DO PIAUI;PI;14900,38079
3061;-7,26;-43,93;LANDRI SALES - PI;LANDRI SALES;PI;35363,94614
3062;-2,87;-41,66;LUIS CORREIA - PI;LUIS CORREIA;PI;153345,0354
3063;-3,45;-42,37;LUZILANDIA - PI;LUZILANDIA;PI;171470,2595
3064;-3,48;-42,5;MADEIRO - PI;MADEIRO;PI;36705,47751
3065;-8,01;-43,87;MANOEL EMIDIO - PI;MANOEL EMIDIO;PI;29590,6114
3066;-7,44;-40,66;MARCOLANDIA - PI;MARCOLANDIA;PI;36145,33543
3067;-7,12;-43,89;MARCOS PARENTE - PI;MARCOS PARENTE;PI;29007,923
3068;-7,46;-41,12;MASSAPE DO PIAUI - PI;MASSAPE DO PIAUI;PI;34600,50763
3069;-3,71;-42,55;MATIAS OLIMPIO - PI;MATIAS OLIMPIO;PI;62050,93864
3070;-4,16;-42,89;MIGUEL ALVES - PI;MIGUEL ALVES;PI;175770,1865
3071;-5,68;-42,73;MIGUEL LEAO - PI;MIGUEL LEAO;PI;9730,871419
3072;-4,68;-41,42;MILTON BRANDAO - PI;MILTON BRANDAO;PI;34992,87107
3073;-5,56;-42,6;MONSENHOR GIL - PI;MONSENHOR GIL;PI;66702,32545
3074;-6,99;-41,03;MONSENHOR HIPOLITO - PI;MONSENHOR HIPOLITO;PI;39586,63705
3075;-9,75;-45,3;MONTE ALEGRE DO PIAUI - PI;MONTE ALEGRE DO PIAUI;PI;58198,53683
3076;-9,72;-43,9;MORRO CABECA NO TEMPO - PI;MORRO CABECA NO TEMPO;PI;27128,12292
3077;-3,74;-42,31;MORRO DO CHAPEU DO PIAUI - PI;MORRO DO CHAPEU DO PIAUI;PI;31106,00769
3078;-3,31;-42,09;MURICI DOS PORTELAS - PI;MURICI DOS PORTELAS;PI;41703,64683
3079;-6,97;-42,67;NAZARE DO PIAUI - PI;NAZARE DO PIAUI;PI;49535,31834
3080;-4,63;-42,17;NOSSA SENHORA DE NAZARE - PI;NOSSA SENHORA DE NAZARE;PI;22617,62134
3081;-3,97;-42,62;NOSSA SENHORA DOS REMEDIOS - PI;NOSSA SENHORA DOS REMEDIOS;PI;47723,33326
3082;-6,44;-41,93;NOVO ORIENTE DO PIAUI - PI;NOVO ORIENTE DO PIAUI;PI;39988,07304
3083;-5,28;-41,93;NOVO SANTO ANTONIO - PI;NOVO SANTO ANTONIO;PI;20275,68746
3084;-7,02;-42,13;OEIRAS - PI;OEIRAS;PI;209652,1517
3085;-5,84;-42,57;OLHO D'AGUA DO PIAUI - PI;OLHO D'AGUA DO PIAUI;PI;17340,28324
3086;-7,35;-40,9;PADRE MARCOS - PI;PADRE MARCOS;PI;40459,0763
3087;-7,77;-42,25;PAES LANDIM - PI;PAES LANDIM;PI;25331,21207
3088;-7,85;-42,82;PAJEU DO PIAUI - PI;PAJEU DO PIAUI;PI;24255,45222
3089;-8,72;-44,23;PALMEIRA DO PIAUI - PI;PALMEIRA DO PIAUI;PI;32289,78599
3090;-5,97;-43,06;PALMEIRAIS - PI;PALMEIRAIS;PI;74642,76239
3091;-7,1;-41,7;PAQUETA - PI;PAQUETA;PI;29542,74308
3092;-10,22;-44,63;PARNAGUA - PI;PARNAGUA;PI;62516,0213
3093;-2,9;-41,77;PARNAIBA - PI;PARNAIBA;PI;837970,7576
3094;-5,85;-42,44;PASSAGEM FRANCA DO PIAUI - PI;PASSAGEM FRANCA DO PIAUI;PI;25771,20979
3095;-7,66;-41,24;PATOS DO PIAUI - PI;PATOS DO PIAUI;PI;37919,73698
3096;-8,14;-41,15;PAULISTANA - PI;PAULISTANA;PI;95964,05706
3097;-7,96;-43,22;PAVUSSU - PI;PAVUSSU;PI;26798,93099
3098;-4,42;-41,45;PEDRO II - PI;PEDRO II;PI;229901,2504
3099;-8,06;-42,28;PEDRO LAURENTINO - PI;PEDRO LAURENTINO;PI;9303,583621
3100;-8,08;-42,05;PETRONIO PORTELA - PI;PETRONIO PORTELA;PI;21976,52196
3101;-7,07;-41,46;PICOS - PI;PICOS;PI;420183,0429
3102;-6,24;-41,41;PIMENTEIRAS - PI;PIMENTEIRAS;PI;62371,367
3103;-6,83;-40,57;PIO IX - PI;PIO IX;PI;103367,7563
3104;-3,92;-41,7;PIRACURUCA - PI;PIRACURUCA;PI;153902,0463
3105;-4,27;-41,77;PIRIPIRI - PI;PIRIPIRI;PI;379728,9457
3106;-3,89;-42,71;PORTO - PI;PORTO;PI;60256,39183
3107;-6,96;-44,18;PORTO ALEGRE DO PIAUI - PI;PORTO ALEGRE DO PIAUI;PI;12219,38132
3108;-5,66;-42,2;PRATA DO PIAUI - PI;PRATA DO PIAUI;PI;20767,19024
3109;-8,57;-41,41;QUEIMADA NOVA - PI;QUEIMADA NOVA;PI;51029,50214
3110;-9,48;-44,58;REDENCAO DO GURGUEIA - PI;REDENCAO DO GURGUEIA;PI;46776,76015
3111;-6,23;-42,68;REGENERACAO - PI;REGENERACAO;PI;106978,9069
3112;-10,12;-44,95;RIACHO FRIO - PI;RIACHO FRIO;PI;28283,32488
3113;-7,69;-42,71;RIBEIRA DO PIAUI - PI;RIBEIRA DO PIAUI;PI;22467,98485
3114;-7,55;-45,24;RIBEIRO GONCALVES - PI;RIBEIRO GONCALVES;PI;38856,84886
3115;-7,77;-43,14;RIO GRANDE DO PIAUI - PI;RIO GRANDE DO PIAUI;PI;40918,96864
3116;-7,18;-41,76;SANTA CRUZ DO PIAUI - PI;SANTA CRUZ DO PIAUI;PI;40207,52734
3117;-5,8;-41,95;SANTA CRUZ DOS MILAGRES - PI;SANTA CRUZ DOS MILAGRES;PI;22796,67307
3118;-9,11;-45,92;SANTA FILOMENA - PI;SANTA FILOMENA;PI;38126,32045
3119;-8,95;-44,12;SANTA LUZ - PI;SANTA LUZ;PI;30416,88088
3120;-6,79;-42,28;SANTA ROSA DO PIAUI - PI;SANTA ROSA DO PIAUI;PI;33432,63014
3121;-6,94;-41,51;SANTANA DO PIAUI - PI;SANTANA DO PIAUI;PI;22745,90829
3122;-6,98;-41,23;SANTO ANTONIO DE LISBOA - PI;SANTO ANTONIO DE LISBOA;PI;32363,52944
3123;-6,04;-42,71;SANTO ANTONIO DOS MILAGRES - PI;SANTO ANTONIO DOS MILAGRES;PI;10977,5616
3124;-7,43;-41,91;SANTO INACIO DO PIAUI - PI;SANTO INACIO DO PIAUI;PI;20988,17585
3125;-8,96;-43;SAO BRAZ DO PIAUI - PI;SAO BRAZ DO PIAUI;PI;24704,22933
3126;-5,93;-42,11;SAO FELIX DO PIAUI - PI;SAO FELIX DO PIAUI;PI;22954,96875
3127;-8,23;-41,68;SAO FRANCISCO DE ASSIS DO PIAUI - PI;SAO FRANCISCO DE ASSIS DO PIAUI;PI;25068,537
3128;-7,25;-42,54;SAO FRANCISCO DO PIAUI - PI;SAO FRANCISCO DO PIAUI;PI;39222,32132
3129;-10,03;-45,3;SAO GONCALO DO GURGUEIA - PI;SAO GONCALO DO GURGUEIA;PI;15939,75806
3130;-5,99;-42,7;SAO GONCALO DO PIAUI - PI;SAO GONCALO DO PIAUI;PI;22731,43375
3131;-6,81;-41,34;SAO JOAO DA CANABRAVA - PI;SAO JOAO DA CANABRAVA;PI;27932,91573
3132;-3,95;-41,25;SAO JOAO DA FRONTEIRA - PI;SAO JOAO DA FRONTEIRA;PI;30162,60727
3133;-5,51;-41,89;SAO JOAO DA SERRA - PI;SAO JOAO DA SERRA;PI;46437,14797
3134;-6,94;-41,89;SAO JOAO DA VARJOTA - PI;SAO JOAO DA VARJOTA;PI;26030,88653
3135;-3,81;-42,44;SAO JOAO DO ARRAIAL - PI;SAO JOAO DO ARRAIAL;PI;26228,30414
3136;-8,35;-42,24;SAO JOAO DO PIAUI - PI;SAO JOAO DO PIAUI;PI;108660,4487
3137;-3,81;-41,83;SAO JOSE DO DIVINO - PI;SAO JOSE DO DIVINO;PI;33176,02897
3138;-7,49;-42,56;SAO JOSE DO PEIXE - PI;SAO JOSE DO PEIXE;PI;22905,1277
3139;-6,87;-41,47;SAO JOSE DO PIAUI - PI;SAO JOSE DO PIAUI;PI;39333,49099
3140;-7,08;-40,82;SAO JULIAO - PI;SAO JULIAO;PI;33243,12268
3141;-9,16;-42,54;SAO LOURENCO DO PIAUI - PI;SAO LOURENCO DO PIAUI;PI;28925,67621
3142;-6,82;-41,32;SAO LUIS DO PIAUI - PI;SAO LUIS DO PIAUI;PI;15877,35437
3143;-5,86;-42,18;SAO MIGUEL DA BAIXA GRANDE - PI;SAO MIGUEL DA BAIXA GRANDE;PI;9803,095067
3144;-7,58;-42,37;SAO MIGUEL DO FIDALGO - PI;SAO MIGUEL DO FIDALGO;PI;19737,11899
3145;-5,5;-41,32;SAO MIGUEL DO TAPUIO - PI;SAO MIGUEL DO TAPUIO;PI;121200,7202
3146;-5,92;-42,71;SAO PEDRO DO PIAUI - PI;SAO PEDRO DO PIAUI;PI;75641,72587
3147;-9,01;-42,69;SAO RAIMUNDO NONATO - PI;SAO RAIMUNDO NONATO;PI;166094,0528
3148;-10,81;-44,83;SEBASTIAO BARROS - PI;SEBASTIAO BARROS;PI;26490,66815
3149;-7,56;-44,06;SEBASTIAO LEAL - PI;SEBASTIAO LEAL;PI;22817,64927
3150;-4,91;-41,73;SIGEFREDO PACHECO - PI;SIGEFREDO PACHECO;PI;52762,40326
3151;-7,59;-40,81;SIMOES - PI;SIMOES;PI;80478,54777
3152;-7,85;-41,91;SIMPLICIO MENDES - PI;SIMPLICIO MENDES;PI;71588,87152
3153;-7,86;-42,49;SOCORRO DO PIAUI - PI;SOCORRO DO PIAUI;PI;28185,76293
3154;-7,04;-41,38;SUSSUAPARA - PI;SUSSUAPARA;PI;28102,34032
3155;-8,4;-42,91;TAMBORIL DO PIAUI - PI;TAMBORIL DO PIAUI;PI;18542,5281
3156;-6,6;-42,28;TANQUE DO PIAUI - PI;TANQUE DO PIAUI;PI;14714,89921
3157;-5,08;-42,8;TERESINA - PI;TERESINA;PI;654276
3158;-4,58;-42,86;UNIAO - PI;UNIAO;PI;248088,1478
3159;-7,22;-44,55;URUCUI - PI;URUCUI;PI;105552,5216
3160;-6,4;-41,74;VALENCA DO PIAUI - PI;VALENCA DO PIAUI;PI;125811,9904
3161;-9,23;-42,96;VARZEA BRANCA - PI;VARZEA BRANCA;PI;29405,657
3162;-6,54;-42,24;VARZEA GRANDE - PI;VARZEA GRANDE;PI;26473,29075
3163;-7,6;-41,48;VERA MENDES - PI;VERA MENDES;PI;17120,75447
3164;-7,13;-40,94;VILA NOVA DO PIAUI - PI;VILA NOVA DO PIAUI;PI;17534,01929
3165;-7,23;-41,91;WALL FERRAZ - PI;WALL FERRAZ;PI;25180,18634
3166;-23,3;-50,31;ABATIA - PR;ABATIA;PR;66599,12298
3167;-24,65;-48,99;ADRIANOPOLIS - PR;ADRIANOPOLIS;PR;46742,61432
3168;-25,99;-49,33;AGUDOS DO SUL - PR;AGUDOS DO SUL;PR;41499,55397
3169;-25,32;-49,31;ALMIRANTE TAMANDARE - PR;ALMIRANTE TAMANDARE;PR;506873,3026
3170;-24,79;-52,71;ALTAMIRA DO PARANA - PR;ALTAMIRA DO PARANA;PR;46228,63771
3171;-23,12;-52,31;ALTO PARANA - PR;ALTO PARANA;PR;84320,88489
3172;-24,02;-53,44;ALTO PIQUIRI - PR;ALTO PIQUIRI;PR;74978,50525
3173;-23,87;-53,9;ALTONIA - PR;ALTONIA;PR;122735,2759
3174;-22,78;-51,23;ALVORADA DO SUL - PR;ALVORADA DO SUL;PR;56857,95787
3175;-23,09;-52,78;AMAPORA - PR;AMAPORA;PR;26864,25292
3176;-25,91;-53,47;AMPERE - PR;AMPERE;PR;95207,84782
3177;-24,71;-53,08;ANAHY - PR;ANAHY;PR;19213,35289
3178;-23,05;-50,22;ANDIRA - PR;ANDIRA;PR;130599,2831
3179;-23,19;-51,91;ANGULO - PR;ANGULO;PR;17065,19058
3180;-25,42;-48,71;ANTONINA - PR;ANTONINA;PR;111211,9276
3181;-25,98;-50,19;ANTONIO OLINTO - PR;ANTONIO OLINTO;PR;47667,44053
3182;-23,55;-51,46;APUCARANA - PR;APUCARANA;PR;705648,7025
3183;-23,41;-51,42;ARAPONGAS - PR;ARAPONGAS;PR;469287,691
3184;-24,15;-49,82;ARAPOTI - PR;ARAPOTI;PR;153362,1201
3185;-24,31;-51,78;ARAPUA - PR;ARAPUA;PR;29583,03816
3186;-23,93;-52,49;ARARUNA - PR;ARARUNA;PR;89470,5728
3187;-25,59;-49,41;ARAUCARIA - PR;ARAUCARIA;PR;501116,1832
3188;-24,38;-51,58;ARIRANHA DO IVAI - PR;ARIRANHA DO IVAI;PR;19007,81008
3189;-23,37;-50,84;ASSAI - PR;ASSAI;PR;120247,1115
3190;-24,42;-53,52;ASSIS CHATEAUBRIAND - PR;ASSIS CHATEAUBRIAND;PR;229386,4143
3191;-23,23;-51,66;ASTORGA - PR;ASTORGA;PR;146741,8352
3192;-23,15;-52,05;ATALAIA - PR;ATALAIA;PR;26507,92007
3193;-25,58;-49,63;BALSA NOVA - PR;BALSA NOVA;PR;57564,73816
3194;-23,11;-50,36;BANDEIRANTES - PR;BANDEIRANTES;PR;198812,9338
3195;-24,03;-52,01;BARBOSA FERRAZ - PR;BARBOSA FERRAZ;PR;99768,58483
3196;-23,11;-50,18;BARRA DO JACARE - PR;BARRA DO JACARE;PR;18682,56287
3197;-26,25;-53,63;BARRACAO - PR;BARRACAO;PR;53646,37698
3198;-25,88;-53,66;BELA VISTA DA CAROBA - PR;BELA VISTA DA CAROBA;PR;29393,26092
3199;-22,99;-51,19;BELA VISTA DO PARAISO - PR;BELA VISTA DO PARAISO;PR;88130,38191
3200;-26,16;-51,55;BITURUNA - PR;BITURUNA;PR;85596,22479
3201;-24,24;-52,78;BOA ESPERANCA - PR;BOA ESPERANCA;PR;48046,65833
3202;-25,63;-53,21;BOA ESPERANCA DO IGUACU - PR;BOA ESPERANCA DO IGUACU;PR;21577,22921
3203;-24,86;-51,62;BOA VENTURA DE SAO ROQUE - PR;BOA VENTURA DE SAO ROQUE;PR;43220,12949
3204;-25,43;-53,4;BOA VISTA DA APARECIDA - PR;BOA VISTA DA APARECIDA;PR;71018,82911
3205;-25,2;-49,11;BOCAIUVA DO SUL - PR;BOCAIUVA DO SUL;PR;54233,55994
3206;-26,19;-53,59;BOM JESUS DO SUL - PR;BOM JESUS DO SUL;PR;28970,8863
3207;-23,71;-51,76;BOM SUCESSO - PR;BOM SUCESSO;PR;41207,0665
3208;-26,07;-52,83;BOM SUCESSO DO SUL - PR;BOM SUCESSO DO SUL;PR;23324,17905
3209;-23,94;-51,58;BORRAZOPOLIS - PR;BORRAZOPOLIS;PR;65539,5276
3210;-24,81;-53,12;BRAGANEY - PR;BRAGANEY;PR;43658,24023
3211;-24,19;-53,52;BRASILANDIA DO SUL - PR;BRASILANDIA DO SUL;PR;25496,0163
3212;-22,79;-51,71;CAFEARA - PR;CAFEARA;PR;16575,31963
3213;-24,61;-53,32;CAFELANDIA - PR;CAFELANDIA;PR;63779,39738
3214;-23,9;-53,51;CAFEZAL DO SUL - PR;CAFEZAL DO SUL;PR;29817,07916
3215;-23,65;-51,35;CALIFORNIA - PR;CALIFORNIA;PR;48699,47461
3216;-23,04;-50,07;CAMBARA - PR;CAMBARA;PR;135044,258
3217;-23,27;-51,27;CAMBE - PR;CAMBE;PR;511277,4402
3218;-23,58;-51,57;CAMBIRA - PR;CAMBIRA;PR;43401,41601
3219;-24,59;-52,79;CAMPINA DA LAGOA - PR;CAMPINA DA LAGOA;PR;116120,5468
3220;-25,07;-51,82;CAMPINA DO SIMAO - PR;CAMPINA DO SIMAO;PR;31669,04153
3221;-25,3;-49,05;CAMPINA GRANDE DO SUL - PR;CAMPINA GRANDE DO SUL;PR;196162,8408
3222;-25,03;-52,99;CAMPO BONITO - PR;CAMPO BONITO;PR;33467,11378
3223;-25,97;-49,68;CAMPO DO TENENTE - PR;CAMPO DO TENENTE;PR;37360,85452
3224;-25,45;-49,52;CAMPO LARGO - PR;CAMPO LARGO;PR;541544,4698
3225;-25,36;-49,45;CAMPO MAGRO - PR;CAMPO MAGRO;PR;111523,408
3226;-24,04;-52,38;CAMPO MOURAO - PR;CAMPO MOURAO;PR;479622,9902
3227;-24,56;-51,33;CANDIDO DE ABREU - PR;CANDIDO DE ABREU;PR;125254,7954
3228;-25,66;-52,12;CANDOI - PR;CANDOI;PR;86122,66576
3229;-25,37;-52,12;CANTAGALO - PR;CANTAGALO;PR;81895,76421
3230;-25,67;-53,8;CAPANEMA - PR;CAPANEMA;PR;125227,6595
3231;-25,47;-53,61;CAPITAO LEONIDAS MARQUES - PR;CAPITAO LEONIDAS MARQUES;PR;109038,2529
3232;-24,91;-50,09;CARAMBEI - PR;CARAMBEI;PR;78562,35109
3233;-23,42;-49,72;CARLOPOLIS - PR;CARLOPOLIS;PR;77632,87713
3234;-24,95;-53,45;CASCAVEL - PR;CASCAVEL;PR;1492980,99
3235;-24,79;-50,01;CASTRO - PR;CASTRO;PR;374254,5713
3236;-25,2;-53,15;CATANDUVAS - PR;CATANDUVAS;PR;69931,60969
3237;-22,82;-51,59;CENTENARIO DO SUL - PR;CENTENARIO DO SUL;PR;85950,32953
3238;-24,82;-49,26;CERRO AZUL - PR;CERRO AZUL;PR;116292,4988
3239;-25,14;-53,84;CEU AZUL - PR;CEU AZUL;PR;70517,1157
3240;-25,85;-52,52;CHOPINZINHO - PR;CHOPINZINHO;PR;123877,9665
3241;-23,66;-52,6;CIANORTE - PR;CIANORTE;PR;324981,9191
3242;-23,38;-52,94;CIDADE GAUCHA - PR;CIDADE GAUCHA;PR;62795,51242
3243;-26,39;-52,47;CLEVELANDIA - PR;CLEVELANDIA;PR;114189,2451
3244;-25,29;-49,22;COLOMBO - PR;COLOMBO;PR;964857,298
3245;-22,83;-51,97;COLORADO - PR;COLORADO;PR;138683,007
3246;-23,55;-50,55;CONGONHINHAS - PR;CONGONHINHAS;PR;51045,51805
3247;-23,63;-50,16;CONSELHEIRO MAIRINCK - PR;CONSELHEIRO MAIRINCK;PR;22564,11106
3248;-25,67;-49,53;CONTENDA - PR;CONTENDA;PR;76596,47051
3249;-24,79;-53,3;CORBELIA - PR;CORBELIA;PR;106151,2872
3250;-23,18;-50,64;CORNELIO PROCOPIO - PR;CORNELIO PROCOPIO;PR;306320,115
3251;-26,22;-52,03;CORONEL DOMINGOS SOARES - PR;CORONEL DOMINGOS SOARES;PR;39621,73134
3252;-25,98;-52,56;CORONEL VIVIDA - PR;CORONEL VIVIDA;PR;148272,813
3253;-24,1;-52,12;CORUMBATAI DO SUL - PR;CORUMBATAI DO SUL;PR;32866,48514
3254;-26,01;-51,34;CRUZ MACHADO - PR;CRUZ MACHADO;PR;108068,333
3255;-25,61;-53,12;CRUZEIRO DO IGUACU - PR;CRUZEIRO DO IGUACU;PR;33065,29994
3256;-23,78;-53,07;CRUZEIRO DO OESTE - PR;CRUZEIRO DO OESTE;PR;143256,1293
3257;-22,96;-52,16;CRUZEIRO DO SUL - PR;CRUZEIRO DO SUL;PR;31469,45957
3258;-24,01;-51,45;CRUZMALTINA - PR;CRUZMALTINA;PR;19873,02837
3259;-25,42;-49,27;CURITIBA - PR;CURITIBA;PR;1476253
3260;-24,03;-50,45;CURIUVA - PR;CURIUVA;PR;81189,65005
3261;-22,65;-52,86;DIAMANTE DO NORTE - PR;DIAMANTE DO NORTE;PR;29469,34528
3262;-25,04;-52,68;DIAMANTE DO SUL - PR;DIAMANTE DO SUL;PR;38947,69282
3263;-24,94;-54,1;DIAMANTE D'OESTE - PR;DIAMANTE D'OESTE;PR;23167,02888
3264;-25,73;-53,05;DOIS VIZINHOS - PR;DOIS VIZINHOS;PR;213968,0636
3265;-23,38;-53,29;DOURADINA - PR;DOURADINA;PR;34622,10509
3266;-23,55;-52,21;DOUTOR CAMARGO - PR;DOUTOR CAMARGO;PR;37700,62184
3267;-24,56;-49,42;DOUTOR ULYSSES - PR;DOUTOR ULYSSES;PR;38714,29994
3268;-25,94;-53,16;ENEAS MARQUES - PR;ENEAS MARQUES;PR;40834,24755
3269;-23,79;-52,26;ENGENHEIRO BELTRAO - PR;ENGENHEIRO BELTRAO;PR;96804,26062
3270;-24,7;-54,23;ENTRE RIOS DO OESTE - PR;ENTRE RIOS DO OESTE;PR;19503,13504
3271;-23,72;-53,81;ESPERANCA NOVA - PR;ESPERANCA NOVA;PR;15043,20759
3272;-25,42;-52,83;ESPIGAO ALTO DO IGUACU - PR;ESPIGAO ALTO DO IGUACU;PR;38276,15107
3273;-24,1;-52,62;FAROL - PR;FAROL;PR;27114,44793
3274;-24;-51,32;FAXINAL - PR;FAXINAL;PR;114287,5969
3275;-25,65;-49,3;FAZENDA RIO GRANDE - PR;FAZENDA RIO GRANDE;PR;288648,89
3276;-23,91;-51,97;FENIX - PR;FENIX;PR;35035,04367
3277;-25,41;-50,54;FERNANDES PINHEIRO - PR;FERNANDES PINHEIRO;PR;37438,47942
3278;-23,84;-50,4;FIGUEIRA - PR;FIGUEIRA;PR;65006,40845
3279;-26,26;-53,3;FLOR DA SERRA DO SUL - PR;FLOR DA SERRA DO SUL;PR;34092,57942
3280;-23,31;-52,3;FLORAI - PR;FLORAI;PR;36268,39267
3281;-23,59;-52,08;FLORESTA - PR;FLORESTA;PR;29283,54784
3282;-22,86;-51,38;FLORESTOPOLIS - PR;FLORESTOPOLIS;PR;84555,18315
3283;-23,08;-51,95;FLORIDA - PR;FLORIDA;PR;15581,50503
3284;-24,29;-53,31;FORMOSA DO OESTE - PR;FORMOSA DO OESTE;PR;65235,7223
3285;-25,54;-54,58;FOZ DO IGUACU - PR;FOZ DO IGUACU;PR;1413523,507
3286;-25,64;-52,1;FOZ DO JORDAO - PR;FOZ DO JORDAO;PR;42036,95172
3287;-24,06;-53,84;FRANCISCO ALVES - PR;FRANCISCO ALVES;PR;46626,87713
3288;-26,08;-53,05;FRANCISCO BELTRAO - PR;FRANCISCO BELTRAO;PR;425392,0067
3289;-26,42;-51,31;GENERAL CARNEIRO - PR;GENERAL CARNEIRO;PR;85852,30384
3290;-24,17;-51,92;GODOY MOREIRA - PR;GODOY MOREIRA;PR;25690,02316
3291;-24,18;-53,02;GOIOERE - PR;GOIOERE;PR;209281,3436
3292;-25,19;-51,99;GOIOXIM - PR;GOIOXIM;PR;51492,57717
3293;-24,14;-51,5;GRANDES RIOS - PR;GRANDES RIOS;PR;48674,48724
3294;-24,08;-54,25;GUAIRA - PR;GUAIRA;PR;194647,7104
3295;-22,93;-52,68;GUAIRACA - PR;GUAIRACA;PR;35187,80062
3296;-25,19;-50,8;GUAMIRANGA - PR;GUAMIRANGA;PR;44977,14984
3297;-23,51;-50,04;GUAPIRAMA - PR;GUAPIRAMA;PR;24208,3569
3298;-23,34;-52,77;GUAPOREMA - PR;GUAPOREMA;PR;13906,62219
3299;-22,97;-51,65;GUARACI - PR;GUARACI;PR;33826,73154
3300;-25,1;-52,87;GUARANIACU - PR;GUARANIACU;PR;121715,4259
3301;-25,39;-51,45;GUARAPUAVA - PR;GUARAPUAVA;PR;1042936,093
3302;-25,3;-48,32;GUARAQUECABA - PR;GUARAQUECABA;PR;53320,77753
3303;-25,88;-48,57;GUARATUBA - PR;GUARATUBA;PR;204524,6106
3304;-26,14;-52,38;HONORIO SERPA - PR;HONORIO SERPA;PR;47938,72873
3305;-23,84;-50,18;IBAITI - PR;IBAITI;PR;156884,6604
3306;-25,1;-53,01;IBEMA - PR;IBEMA;PR;43003,10411
3307;-23,26;-51,04;IBIPORA - PR;IBIPORA;PR;241807,0693
