ID;LATITUDE;LONGITUDE;Mun/UF;MUNICIPIO;UF;Valor
325;-13,41;-42,14;ERICO CARDOSO - BA;ERICO CARDOSO;BA;64690,25289
326;-11,79;-37,94;ESPLANADA - BA;ESPLANADA;BA;167091,0016
327;-10,5;-39,01;EUCLIDES DA CUNHA - BA;EUCLIDES DA CUNHA;BA;345320,496
328;-16,37;-39,58;EUNAPOLIS - BA;EUNAPOLIS;BA;528077,0832
329;-10,6;-38,21;FATIMA - BA;FATIMA;BA;121256,8859
330;-14,2;-44,28;FEIRA DA MATA - BA;FEIRA DA MATA;BA;40027,21625
331;-12,26;-38,96;FEIRA DE SANTANA - BA;FEIRA DE SANTANA;BA;450487
332;-10,74;-40,13;FILADELFIA - BA;FILADELFIA;BA;110840,881
333;-14,98;-39,92;FIRMINO ALVES - BA;FIRMINO ALVES;BA;39924,22686
334;-14,86;-39,66;FLORESTA AZUL - BA;FLORESTA AZUL;BA;88516,50349
335;-11,04;-45,19;FORMOSA DO RIO PRETO - BA;FORMOSA DO RIO PRETO;BA;104309,3921
336;-13,74;-39,48;GANDU - BA;GANDU;BA;194801,4754
337;-11,47;-39,78;GAVIAO - BA;GAVIAO;BA;32270,0369
338;-11,42;-42,5;GENTIO DO OURO - BA;GENTIO DO OURO;BA;61096,15345
339;-9,33;-38,25;GLORIA - BA;GLORIA;BA;86852,99024
340;-14,32;-39,46;GONGOGI - BA;GONGOGI;BA;76437,77345
341;-12,6;-39,04;GOVERNADOR MANGABEIRA - BA;GOVERNADOR MANGABEIRA;BA;110174,9697
342;-14,54;-41,94;GUAJERU - BA;GUAJERU;BA;78819,75403
343;-14,22;-42,78;GUANAMBI - BA;GUANAMBI;BA;424822,131
344;-16,58;-39,78;GUARATINGA - BA;GUARATINGA;BA;160553,7651
345;-10,68;-38,28;HELIOPOLIS - BA;HELIOPOLIS;BA;77970,19555
346;-12,76;-40,21;IACU - BA;IACU;BA;186347,9065
347;-14,25;-42,25;IBIASSUCE - BA;IBIASSUCE;BA;74337,62116
348;-14,86;-39,58;IBICARAI - BA;IBICARAI;BA;204595,2832
349;-13,41;-41,28;IBICOARA - BA;IBICOARA;BA;58178,41539
350;-14,84;-39,98;IBICUI - BA;IBICUI;BA;92787,43475
351;-11,64;-42,01;IBIPEBA - BA;IBIPEBA;BA;100033,5817
352;-12,88;-42,48;IBIPITANGA - BA;IBIPITANGA;BA;86240,04382
353;-12,65;-40,93;IBIQUERA - BA;IBIQUERA;BA;30235,80997
354;-14,16;-39,37;IBIRAPITANGA - BA;IBIRAPITANGA;BA;156107,109
355;-17,68;-40,1;IBIRAPUA - BA;IBIRAPUA;BA;51520,01369
356;-14,06;-39,64;IBIRATAIA - BA;IBIRATAIA;BA;155682,0126
357;-12,65;-42,21;IBITIARA - BA;IBITIARA;BA;95180,39796
358;-11,54;-41,97;IBITITA - BA;IBITITA;BA;105603,6503
359;-12,18;-43,22;IBOTIRAMA - BA;IBOTIRAMA;BA;145962,8718
360;-11,74;-39,19;ICHU - BA;ICHU;BA;60135,13634
361;-13,77;-42,71;IGAPORA - BA;IGAPORA;BA;100362,0445
362;-13,82;-39,14;IGRAPIUNA - BA;IGRAPIUNA;BA;86514,3192
363;-14,75;-40,08;IGUAI - BA;IGUAI;BA;146100,65
364;-14,78;-39,04;ILHEUS - BA;ILHEUS;BA;1563450,268
365;-11,78;-38,35;INHAMBUPE - BA;INHAMBUPE;BA;161951,5747
366;-12,3;-39,3;IPECAETA - BA;IPECAETA;BA;106162,1409
367;-14,13;-39,73;IPIAU - BA;IPIAU;BA;261102,7104
368;-12,15;-39,73;IPIRA - BA;IPIRA;BA;423127,1615
369;-11,82;-42,61;IPUPIARA - BA;IPUPIARA;BA;55293,24464
370;-13,25;-40,08;IRAJUBA - BA;IRAJUBA;BA;44666,83649
371;-13,28;-40,95;IRAMAIA - BA;IRAMAIA;BA;112380,7453
372;-12,24;-41,61;IRAQUARA - BA;IRAQUARA;BA;122687,6841
373;-12,05;-38,76;IRARA - BA;IRARA;BA;148969,4006
374;-11,3;-41,85;IRECE - BA;IRECE;BA;343495,5826
375;-16,57;-39,55;ITABELA - BA;ITABELA;BA;164404,1806
376;-12,52;-40,3;ITABERABA - BA;ITABERABA;BA;339562,8224
377;-14,78;-39,28;ITABUNA - BA;ITABUNA;BA;1129894,175
378;-14,27;-38,99;ITACARE - BA;ITACARE;BA;99048,84676
379;-12,98;-40,97;ITAETE - BA;ITAETE;BA;91284,84053
380;-14,16;-40;ITAGI - BA;ITAGI;BA;97100,05228
381;-14,28;-39,84;ITAGIBA - BA;ITAGIBA;BA;96712,63999
382;-16,08;-39,61;ITAGIMIRIM - BA;ITAGIMIRIM;BA;48331,89015
383;-11,01;-42,39;ITAGUACU DA BAHIA - BA;ITAGUACU DA BAHIA;BA;91491,06399
384;-15,14;-39,72;ITAJU DO COLONIA - BA;ITAJU DO COLONIA;BA;55417,76277
385;-14,67;-39,37;ITAJUIPE - BA;ITAJUIPE;BA;164010,8868
386;-17,03;-39,53;ITAMARAJU - BA;ITAMARAJU;BA;426163,062
387;-13,77;-39,68;ITAMARI - BA;ITAMARI;BA;55301,37797
388;-15,24;-40,62;ITAMBE - BA;ITAMBE;BA;188361,2853
389;-12,26;-38,04;ITANAGRA - BA;ITANAGRA;BA;28838,35807
390;-17,16;-40,33;ITANHEM - BA;ITANHEM;BA;141035,0397
391;-12,88;-38,67;ITAPARICA - BA;ITAPARICA;BA;108867,9001
392;-14,89;-39,42;ITAPE - BA;ITAPE;BA;93829,35676
393;-15,95;-39,53;ITAPEBI - BA;ITAPEBI;BA;73654,58495
394;-15,24;-40,24;ITAPETINGA - BA;ITAPETINGA;BA;365307,7145
395;-11,31;-38,23;ITAPICURU - BA;ITAPICURU;BA;164949,0724
396;-14,42;-39,56;ITAPITANGA - BA;ITAPITANGA;BA;66101,02601
397;-13,45;-39,94;ITAQUARA - BA;ITAQUARA;BA;47982,43301
398;-15,66;-40,06;ITARANTIM - BA;ITARANTIM;BA;98326,29878
399;-12,71;-39,69;ITATIM - BA;ITATIM;BA;72823,65624
400;-13,53;-40,15;ITIRUCU - BA;ITIRUCU;BA;83451,00573
401;-10,69;-39,85;ITIUBA - BA;ITIUBA;BA;217452,1143
402;-15,11;-40,07;ITORORO - BA;ITORORO;BA;124760,6682
403;-13,81;-41,29;ITUACU - BA;ITUACU;BA;129980,9026
404;-13,73;-39,14;ITUBERA - BA;ITUBERA;BA;134449,0711
405;-14,41;-43,55;IUIU - BA;IUIU;BA;78569,13207
406;-13,61;-44,43;JABORANDI - BA;JABORANDI;BA;64873,0324
407;-14,85;-42,43;JACARACI - BA;JACARACI;BA;90064,31943
408;-11,18;-40,51;JACOBINA - BA;JACOBINA;BA;555897,3053
409;-13,53;-39,97;JAGUAQUARA - BA;JAGUAQUARA;BA;259718,7718
410;-10,26;-40,19;JAGUARARI - BA;JAGUARARI;BA;237944,8144
411;-13,11;-38,89;JAGUARIPE - BA;JAGUARIPE;BA;88467,52882
412;-11,56;-37,78;JANDAIRA - BA;JANDAIRA;BA;61135,45223
413;-13,85;-40,08;JEQUIE - BA;JEQUIE;BA;1055190,403
414;-10,06;-38,35;JEREMOABO - BA;JEREMOABO;BA;214798,6201
415;-13,25;-39,57;JIQUIRICA - BA;JIQUIRICA;BA;90327,36386
416;-14,01;-39,88;JITAUNA - BA;JITAUNA;BA;104401,5495
417;-11,35;-41,66;JOAO DOURADO - BA;JOAO DOURADO;BA;117460,0656
418;-9,41;-40,5;JUAZEIRO - BA;JUAZEIRO;BA;1092362,177
419;-16,84;-40,15;JUCURUCU - BA;JUCURUCU;BA;78973,46527
420;-11,04;-41,96;JUSSARA - BA;JUSSARA;BA;84408,3208
421;-15,19;-39,49;JUSSARI - BA;JUSSARI;BA;56462,38634
422;-13,51;-41,59;JUSSIAPE - BA;JUSSIAPE;BA;72520,92197
423;-13,65;-40,21;LAFAIETE COUTINHO - BA;LAFAIETE COUTINHO;BA;32493,95758
424;-14,03;-42,14;LAGOA REAL - BA;LAGOA REAL;BA;82326,87689
425;-13,18;-39,42;LAJE - BA;LAJE;BA;126955,7449
426;-17,61;-40,34;LAJEDAO - BA;LAJEDAO;BA;23195,79284
427;-12,35;-40,9;LAJEDINHO - BA;LAJEDINHO;BA;30452,31491
428;-13,47;-40,22;LAJEDO DO TABOCAL - BA;LAJEDO DO TABOCAL;BA;57800,05
429;-11,78;-38,9;LAMARAO - BA;LAMARAO;BA;66900,21192
430;-11,38;-41,83;LAPAO - BA;LAPAO;BA;134558,7815
431;-12,89;-38,32;LAURO DE FREITAS - BA;LAURO DE FREITAS;BA;619047,2912
432;-12,56;-41,39;LENCOIS - BA;LENCOIS;BA;60346,66763
433;-14,68;-42,5;LICINIO DE ALMEIDA - BA;LICINIO DE ALMEIDA;BA;87179,11247
434;-13,64;-41,84;LIVRAMENTO DO BRUMADO - BA;LIVRAMENTO DO BRUMADO;BA;211958,2782
435;-12,13;-40,36;MACAJUBA - BA;MACAJUBA;BA;71251,54338
436;-15,56;-40,42;MACARANI - BA;MACARANI;BA;113596,6608
437;-13,01;-42,69;MACAUBAS - BA;MACAUBAS;BA;246838,6756
438;-9,16;-39,05;MACURURE - BA;MACURURE;BA;46830,34317
439;-12,74;-38,62;MADRE DE DEUS - BA;MADRE DE DEUS;BA;69056,45975
440;-14,66;-41,49;MAETINGA - BA;MAETINGA;BA;75506,39449
441;-15,62;-40,26;MAIQUINIQUE - BA;MAIQUINIQUE;BA;45726,01368
442;-11,71;-40,14;MAIRI - BA;MAIRI;BA;115853,9828
443;-14,33;-43,77;MALHADA - BA;MALHADA;BA;90447,40878
444;-14,38;-41,87;MALHADA DE PEDRAS - BA;MALHADA DE PEDRAS;BA;49293,40436
445;-14,14;-40,24;MANOEL VITORINO - BA;MANOEL VITORINO;BA;106561,2356
446;-10,71;-44,03;MANSIDAO - BA;MANSIDAO;BA;67459,49653
447;-13,44;-40,43;MARACAS - BA;MARACAS;BA;193326,3891
448;-12,77;-38,91;MARAGOGIPE - BA;MARAGOGIPE;BA;227947,0064
449;-14,1;-39,01;MARAU - BA;MARAU;BA;118246,6816
450;-13;-40,53;MARCIONILIO SOUZA - BA;MARCIONILIO SOUZA;BA;93592,59801
451;-15,56;-39,3;MASCOTE - BA;MASCOTE;BA;104505,1823
452;-12,53;-38,29;MATA DE SAO JOAO - BA;MATA DE SAO JOAO;BA;205502,3668
453;-13,9;-42,84;MATINA - BA;MATINA;BA;60530,88318
454;-17,37;-40,22;MEDEIROS NETO - BA;MEDEIROS NETO;BA;156315,9549
455;-11,42;-40,59;MIGUEL CALMON - BA;MIGUEL CALMON;BA;215077,7988
456;-12,87;-39,85;MILAGRES - BA;MILAGRES;BA;78708,38663
457;-10,95;-40,57;MIRANGABA - BA;MIRANGABA;BA;114244,4505
458;-14,24;-40,77;MIRANTE - BA;MIRANTE;BA;67364,29659
459;-10,43;-39,33;MONTE SANTO - BA;MONTE SANTO;BA;357426,4287
460;-11,55;-43,28;MORPARA - BA;MORPARA;BA;58990,87248
461;-11,55;-41,15;MORRO DO CHAPEU - BA;MORRO DO CHAPEU;BA;205265,3033
462;-15,02;-42,36;MORTUGABA - BA;MORTUGABA;BA;83151,27672
463;-13;-41,37;MUCUGE - BA;MUCUGE;BA;82048,70481
464;-18,08;-39,55;MUCURI - BA;MUCURI;BA;158169,9154
465;-11,96;-41,63;MULUNGU DO MORRO - BA;MULUNGU DO MORRO;BA;92049,7058
466;-11,85;-40,47;MUNDO NOVO - BA;MUNDO NOVO;BA;149656,0234
467;-13;-39,11;MUNIZ FERREIRA - BA;MUNIZ FERREIRA;BA;42166,5311
468;-12,06;-43,54;MUQUEM DE SAO FRANCISCO - BA;MUQUEM DE SAO FRANCISCO;BA;61861,68227
469;-12,62;-38,99;MURITIBA - BA;MURITIBA;BA;184761,2582
470;-13,22;-39,5;MUTUIPE - BA;MUTUIPE;BA;136480,7311
471;-13,03;-39,01;NAZARE - BA;NAZARE;BA;165037,3673
472;-13,59;-39,1;NILO PECANHA - BA;NILO PECANHA;BA;105898,8863
473;-10,82;-39,42;NORDESTINA - BA;NORDESTINA;BA;63078,61139
474;-14,79;-40,14;NOVA CANAA - BA;NOVA CANAA;BA;89999,07494
475;-11,6;-39,63;NOVA FATIMA - BA;NOVA FATIMA;BA;47434,93273
476;-13,81;-39,62;NOVA IBIA - BA;NOVA IBIA;BA;80014,99217
477;-13,02;-40,06;NOVA ITARANA - BA;NOVA ITARANA;BA;43275,84302
478;-12,81;-41,07;NOVA REDENCAO - BA;NOVA REDENCAO;BA;85197,77131
479;-11,23;-38,48;NOVA SOURE - BA;NOVA SOURE;BA;153050,2506
480;-17,89;-39,37;NOVA VICOSA - BA;NOVA VICOSA;BA;184301,3617
481;-12,8;-42,16;NOVO HORIZONTE - BA;NOVO HORIZONTE;BA;73259,39444
482;-10,31;-38,4;NOVO TRIUNFO - BA;NOVO TRIUNFO;BA;81340,89455
483;-11,36;-38,33;OLINDINA - BA;OLINDINA;BA;142357,7714
484;-12,31;-42,89;OLIVEIRA DOS BREJINHOS - BA;OLIVEIRA DOS BREJINHOS;BA;145579,9777
485;-12,01;-38,61;OURICANGAS - BA;OURICANGAS;BA;46519,32059
486;-10,97;-41,08;OUROLANDIA - BA;OUROLANDIA;BA;86268,56337
487;-14,26;-43,16;PALMAS DE MONTE ALTO - BA;PALMAS DE MONTE ALTO;BA;127019,3309
488;-12,52;-41,55;PALMEIRAS - BA;PALMEIRAS;BA;69873,82924
489;-13,44;-42,23;PARAMIRIM - BA;PARAMIRIM;BA;166887,9365
490;-12,69;-43,18;PARATINGA - BA;PARATINGA;BA;168561,7824
491;-10,68;-37,86;PARIPIRANGA - BA;PARIPIRANGA;BA;162687,1463
492;-15,46;-39,65;PAU BRASIL - BA;PAU BRASIL;BA;84419,09746
493;-9,4;-38,22;PAULO AFONSO - BA;PAULO AFONSO;BA;610697,6507
494;-11,83;-39,61;PE DE SERRA - BA;PE DE SERRA;BA;78585,60474
495;-12,15;-38,65;PEDRAO - BA;PEDRAO;BA;44526,54835
496;-10,01;-37,89;PEDRO ALEXANDRE - BA;PEDRO ALEXANDRE;BA;106148,1129
497;-13,15;-41,77;PIATA - BA;PIATA;BA;116853,3645
498;-10;-42,5;PILAO ARCADO - BA;PILAO ARCADO;BA;201027,3071
499;-14,49;-42,68;PINDAI - BA;PINDAI;BA;95603,23148
500;-10,74;-40,36;PINDOBACU - BA;PINDOBACU;BA;149146,2922
501;-11,81;-39,9;PINTADAS - BA;PINTADAS;BA;65359,87105
502;-13,76;-39,37;PIRAI DO NORTE - BA;PIRAI DO NORTE;BA;116347,148
503;-14,94;-41,72;PIRIPA - BA;PIRIPA;BA;98666,59123
504;-11,73;-40,55;PIRITIBA - BA;PIRITIBA;BA;123923,2592
505;-13,25;-40,36;PLANALTINO - BA;PLANALTINO;BA;50858,42337
506;-14,67;-40,47;PLANALTO - BA;PLANALTO;BA;146135,546
507;-14,53;-40,36;POCOES - BA;POCOES;BA;270096,8171
508;-12,43;-38,32;POJUCA - BA;POJUCA;BA;159916,4991
509;-10,86;-40,13;PONTO NOVO - BA;PONTO NOVO;BA;112070,1708
510;-16,45;-39,06;PORTO SEGURO - BA;PORTO SEGURO;BA;424348,4851
511;-15,59;-39,87;POTIRAGUA - BA;POTIRAGUA;BA;100470,5441
512;-17,34;-39,22;PRADO - BA;PRADO;BA;157085,2382
513;-11,29;-41,98;PRESIDENTE DUTRA - BA;PRESIDENTE DUTRA;BA;89032,64783
514;-14,68;-41,67;PRESIDENTE JANIO QUADROS - BA;PRESIDENTE JANIO QUADROS;BA;118091,6097
515;-13,44;-39,42;PRESIDENTE TANCREDO NEVES - BA;PRESIDENTE TANCREDO NEVES;BA;108236,5334
516;-10,97;-39,62;QUEIMADAS - BA;QUEIMADAS;BA;143418,0802
517;-10,75;-39,21;QUIJINGUE - BA;QUIJINGUE;BA;152159,1073
518;-11,41;-40,12;QUIXABEIRA - BA;QUIXABEIRA;BA;90398,52757
519;-12,4;-39,5;RAFAEL JAMBEIRO - BA;RAFAEL JAMBEIRO;BA;150027,1925
520;-9,62;-42,08;REMANSO - BA;REMANSO;BA;204937,4197
521;-11,49;-39,42;RETIROLANDIA - BA;RETIROLANDIA;BA;80261,95003
522;-11,74;-44,91;RIACHAO DAS NEVES - BA;RIACHAO DAS NEVES;BA;135321,236
523;-11,81;-39,38;RIACHAO DO JACUIPE - BA;RIACHAO DO JACUIPE;BA;201236,3409
524;-13,6;-42,93;RIACHO DE SANTANA - BA;RIACHO DE SANTANA;BA;200206,2474
525;-11,04;-38,43;RIBEIRA DO AMPARO - BA;RIBEIRA DO AMPARO;BA;83967,62801
526;-10,83;-38,53;RIBEIRA DO POMBAL - BA;RIBEIRA DO POMBAL;BA;286259,5172
527;-15,45;-40,73;RIBEIRAO DO LARGO - BA;RIBEIRAO DO LARGO;BA;85028,40075
528;-13,57;-41,81;RIO DE CONTAS - BA;RIO DE CONTAS;BA;89677,05449
529;-14,41;-42,07;RIO DO ANTONIO - BA;RIO DO ANTONIO;BA;96707,76265
530;-13,12;-42,29;RIO DO PIRES - BA;RIO DO PIRES;BA;76103,63098
531;-11,48;-37,93;RIO REAL - BA;RIO REAL;BA;192678,2974
532;-8,85;-38,75;RODELAS - BA;RODELAS;BA;37019,33469
533;-12,28;-40,49;RUY BARBOSA - BA;RUY BARBOSA;BA;180457,3642
534;-12,87;-38,76;SALINAS DA MARGARIDA - BA;SALINAS DA MARGARIDA;BA;62090,89849
535;-12,97;-38,51;SALVADOR - BA;SALVADOR;BA;2211539
536;-11,95;-38,97;SANTA BARBARA - BA;SANTA BARBARA;BA;105070,815
537;-9,73;-38,12;SANTA BRIGIDA - BA;SANTA BRIGIDA;BA;109304,2922
538;-16,27;-39,02;SANTA CRUZ CABRALIA - BA;SANTA CRUZ CABRALIA;BA;120060,5447
539;-14,96;-39,81;SANTA CRUZ DA VITORIA - BA;SANTA CRUZ DA VITORIA;BA;46638,98827
540;-13,29;-39,81;SANTA INES - BA;SANTA INES;BA;69760,05888
541;-15,42;-39,33;SANTA LUZIA - BA;SANTA LUZIA;BA;99386,482
542;-13,39;-44,19;SANTA MARIA DA VITORIA - BA;SANTA MARIA DA VITORIA;BA;263942,6814
543;-11;-44,51;SANTA RITA DE CASSIA - BA;SANTA RITA DE CASSIA;BA;142393,3976
544;-12,77;-39,52;SANTA TERESINHA - BA;SANTA TERESINHA;BA;55667,80527
545;-11,25;-39,37;SANTALUZ - BA;SANTALUZ;BA;197628,1321
546;-12,98;-44,05;SANTANA - BA;SANTANA;BA;151847,6619
547;-12,01;-38,86;SANTANOPOLIS - BA;SANTANOPOLIS;BA;59512,17689
548;-12,54;-38,71;SANTO AMARO - BA;SANTO AMARO;BA;377892,4945
549;-12,96;-39,26;SANTO ANTONIO DE JESUS - BA;SANTO ANTONIO DE JESUS;BA;473138,3387
550;-12,43;-39,25;SANTO ESTEVAO - BA;SANTO ESTEVAO;BA;246334,2171
551;-12,36;-44,97;SAO DESIDERIO - BA;SAO DESIDERIO;BA;115827,3846
552;-11,5;-39,54;SAO DOMINGOS - BA;SAO DOMINGOS;BA;54454,29089
553;-12,84;-39,08;SAO FELIPE - BA;SAO FELIPE;BA;135449,588
554;-12,6;-38,97;SAO FELIX - BA;SAO FELIX;BA;84570,26318
555;-13,4;-44,19;SAO FELIX DO CORIBE - BA;SAO FELIX DO CORIBE;BA;77687,12405
556;-12,62;-38,68;SAO FRANCISCO DO CONDE - BA;SAO FRANCISCO DO CONDE;BA;157772,34
557;-11,22;-41,91;SAO GABRIEL - BA;SAO GABRIEL;BA;121965,1742
558;-12,43;-38,96;SAO GONCALO DOS CAMPOS - BA;SAO GONCALO DOS CAMPOS;BA;158873,4924
559;-15,08;-39,33;SAO JOSE DA VITORIA - BA;SAO JOSE DA VITORIA;BA;44409,61962
560;-11,41;-39,86;SAO JOSE DO JACUIPE - BA;SAO JOSE DO JACUIPE;BA;100243,0305
561;-13,04;-39,45;SAO MIGUEL DAS MATAS - BA;SAO MIGUEL DAS MATAS;BA;64289,67121
562;-12,51;-38,49;SAO SEBASTIAO DO PASSE - BA;SAO SEBASTIAO DO PASSE;BA;237388,0484
563;-12,72;-39,18;SAPEACU - BA;SAPEACU;BA;99556,98983
564;-11,6;-38,6;SATIRO DIAS - BA;SATIRO DIAS;BA;106465,4688
565;-12,73;-38,76;SAUBARA - BA;SAUBARA;BA;63935,26357
566;-10,94;-40,41;SAUDE - BA;SAUDE;BA;114007,0645
567;-12,41;-41,77;SEABRA - BA;SEABRA;BA;278632,7781
568;-14,57;-42,94;SEBASTIAO LARANJEIRAS - BA;SEBASTIAO LARANJEIRAS;BA;53665,11433
569;-10,46;-40,19;SENHOR DO BONFIM - BA;SENHOR DO BONFIM;BA;593079,2743
570;-9,74;-41,88;SENTO SE - BA;SENTO SE;BA;206951,2099
571;-13,57;-43,59;SERRA DO RAMALHO - BA;SERRA DO RAMALHO;BA;206394,1184
572;-12,76;-43,95;SERRA DOURADA - BA;SERRA DOURADA;BA;118861,9617
573;-12,16;-39,33;SERRA PRETA - BA;SERRA PRETA;BA;115049,7782
574;-11,66;-39;SERRINHA - BA;SERRINHA;BA;511954,7672
575;-11,41;-40,3;SERROLANDIA - BA;SERROLANDIA;BA;81269,81047
576;-12,78;-38,4;SIMOES FILHO - BA;SIMOES FILHO;BA;527566,7102
577;-13,08;-43,46;SITIO DO MATO - BA;SITIO DO MATO;BA;62887,93561
578;-10,35;-38,21;SITIO DO QUINTO - BA;SITIO DO QUINTO;BA;87737,62693
579;-9,45;-40,82;SOBRADINHO - BA;SOBRADINHO;BA;130965,9123
580;-12,08;-41,63;SOUTO SOARES - BA;SOUTO SOARES;BA;116728,6474
581;-12,7;-44;TABOCAS DO BREJO VELHO - BA;TABOCAS DO BREJO VELHO;BA;78879,73956
582;-14,02;-41,24;TANHACU - BA;TANHACU;BA;125218,2764
583;-13,54;-42,49;TANQUE NOVO - BA;TANQUE NOVO;BA;98579,06999
584;-11,97;-39,1;TANQUINHO - BA;TANQUINHO;BA;53143,97403
585;-13,53;-39,09;TAPEROA - BA;TAPEROA;BA;111993,2192
586;-11,84;-40,79;TAPIRAMUTA - BA;TAPIRAMUTA;BA;94848,0709
587;-17,53;-39,74;TEIXEIRA DE FREITAS - BA;TEIXEIRA DE FREITAS;BA;633595,1698
588;-12,29;-38,62;TEODORO SAMPAIO - BA;TEODORO SAMPAIO;BA;55785,0036
589;-11,48;-38,99;TEOFILANDIA - BA;TEOFILANDIA;BA;140744,8729
590;-13,6;-39,49;TEOLANDIA - BA;TEOLANDIA;BA;79913,46845
591;-12,39;-38,62;TERRA NOVA - BA;TERRA NOVA;BA;84680,40179
592;-14,97;-41,41;TREMEDAL - BA;TREMEDAL;BA;148949,1336
593;-10,96;-38,78;TUCANO - BA;TUCANO;BA;280499,4914
594;-9,84;-39,48;UAUA - BA;UAUA;BA;159256,821
595;-13,26;-39,66;UBAIRA - BA;UBAIRA;BA;172045,8933
596;-14,31;-39,32;UBAITABA - BA;UBAITABA;BA;151810,7029
597;-14,21;-39,52;UBATA - BA;UBATA;BA;153081,1384
598;-11,33;-42,13;UIBAI - BA;UIBAI;BA;80162,42963
599;-10,73;-41,32;UMBURANAS - BA;UMBURANAS;BA;98064,17146
600;-15,29;-39,07;UNA - BA;UNA;BA;190155,1932
601;-14,77;-42,65;URANDI - BA;URANDI;BA;109791,5949
602;-14,59;-39,28;URUCUCA - BA;URUCUCA;BA;157613,3612
603;-12,08;-41,09;UTINGA - BA;UTINGA;BA;123293,7165
604;-13,37;-39,07;VALENCA - BA;VALENCA;BA;474820,4237
605;-11,41;-39,46;VALENTE - BA;VALENTE;BA;112358,7264
606;-11,6;-40,13;VARZEA DA ROCA - BA;VARZEA DA ROCA;BA;93776,80739
607;-11,52;-40,32;VARZEA DO POCO - BA;VARZEA DO POCO;BA;70355,52379
608;-11,25;-40,94;VARZEA NOVA - BA;VARZEA NOVA;BA;76455,00445
609;-12,97;-39,39;VARZEDO - BA;VARZEDO;BA;53563,37731
610;-12,96;-38,6;VERA CRUZ - BA;VERA CRUZ;BA;168332,536
611;-17,22;-40,09;VEREDA - BA;VEREDA;BA;49134,36254
612;-14,86;-40,83;VITORIA DA CONQUISTA - BA;VITORIA DA CONQUISTA;BA;1673102,833
613;-12,28;-41,16;WAGNER - BA;WAGNER;BA;53454,24985
614;-12,12;-43,88;WANDERLEY - BA;WANDERLEY;BA;88299,6727
615;-13,68;-39,47;WENCESLAU GUIMARAES - BA;WENCESLAU GUIMARAES;BA;148415,4421
616;-10,82;-42,73;XIQUE-XIQUE - BA;XIQUE-XIQUE;BA;281910,3992
617;-7,35;-39,04;ABAIARA - CE;ABAIARA;CE;46976,15555
618;-4,22;-38,7;ACARAPE - CE;ACARAPE;CE;75538,97634
619;-2,88;-40,12;ACARAU - CE;ACARAU;CE;305221,2735
620;-6,09;-39,45;ACOPIARA - CE;ACOPIARA;CE;329203,9893
621;-6,57;-40,12;AIUABA - CE;AIUABA;CE;83189,17417
622;-3,58;-40,54;ALCANTARAS - CE;ALCANTARAS;CE;60243,88123
623;-7;-39,74;ALTANEIRA - CE;ALTANEIRA;CE;37886,54157
624;-5,52;-38,27;ALTO SANTO - CE;ALTO SANTO;CE;89323,37319
625;-3,49;-39,57;AMONTADA - CE;AMONTADA;CE;174616,4775
626;-6,77;-39,98;ANTONINA DO NORTE - CE;ANTONINA DO NORTE;CE;38136,89026
627;-3,94;-39,43;APUIARES - CE;APUIARES;CE;75511,7974
628;-3,9;-38,39;AQUIRAZ - CE;AQUIRAZ;CE;345075,1871
629;-4,56;-37,77;ARACATI - CE;ARACATI;CE;371158,3532
630;-4,37;-38,81;ARACOIABA - CE;ARACOIABA;CE;152346,5345
631;-4,75;-40,83;ARARENDA - CE;ARARENDA;CE;69331,41465
632;-7,21;-40,04;ARARIPE - CE;ARARIPE;CE;111088,7047
633;-4,41;-39,04;ARATUBA - CE;ARATUBA;CE;72050,53494
634;-6,32;-40,16;ARNEIROZ - CE;ARNEIROZ;CE;47822,82974
635;-6,87;-39,87;ASSARE - CE;ASSARE;CE;122672,184
636;-6,94;-38,96;AURORA - CE;AURORA;CE;159285,0096
637;-6,73;-38,71;BAIXIO - CE;BAIXIO;CE;41671,97834
638;-5,31;-38,92;BANABUIU - CE;BANABUIU;CE;101431,3664
639;-7,3;-39,3;BARBALHA - CE;BARBALHA;CE;292066,9806
640;-4,28;-38,64;BARREIRA - CE;BARREIRA;CE;109019,6014
641;-7,17;-38,78;BARRO - CE;BARRO;CE;133707,9871
642;-3,01;-41,13;BARROQUINHA - CE;BARROQUINHA;CE;79223,58516
643;-4,32;-38,88;BATURITE - CE;BATURITE;CE;178166,6087
644;-4,18;-38,13;BEBERIBE - CE;BEBERIBE;CE;244733,7599
645;-3,05;-40,16;BELA CRUZ - CE;BELA CRUZ;CE;186021,4927
646;-5,12;-39,73;BOA VIAGEM - CE;BOA VIAGEM;CE;294414,1542
647;-7,49;-38,98;BREJO SANTO - CE;BREJO SANTO;CE;218524,5685
648;-2,9;-40,84;CAMOCIM - CE;CAMOCIM;CE;324666,0768
649;-7,07;-40,37;CAMPOS SALES - CE;CAMPOS SALES;CE;166770,738
650;-4,35;-39,31;CANINDE - CE;CANINDE;CE;427050,0692
651;-4,47;-38,9;CAPISTRANO - CE;CAPISTRANO;CE;93520,29881
652;-4,23;-39,19;CARIDADE - CE;CARIDADE;CE;85606,71391
653;-3,95;-40,47;CARIRE - CE;CARIRE;CE;114821,5985
654;-7,04;-39,28;CARIRIACU - CE;CARIRIACU;CE;152883,425
655;-6,53;-39,49;CARIUS - CE;CARIUS;CE;107858,2341
